Company_Name,HeadQuarter,What_it_does,Investor,funding_year,Amount($),Stage,Sector
ZestMoney,Bengaluru,Zest is India's first completely automated consumer digital lending platform.,Undisclosed,2018,13400000.0,Series A,Technology
alphaics Corporation,Bengaluru,Advancing AI compute,Undisclosed,2018,0.0,Seed Round,Technology
MyDentistChoice,Hyderabad,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Undisclosed,2018,500000.0,Seed Round,Healthcare and Wellness
Sattviko,New Delhi,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Undisclosed,2018,0.0,Angel,Agriculture and Food
Sensibull,Bengaluru,Investment Management Platform,Undisclosed,2018,375000.0,Seed Round,Technology
Bombay Shaving Company,New Delhi,Bombay Shaving Company is a Men's grooming startup,Undisclosed,2018,0.0,Series A,E-Commerce and Retail
MedCords,Pune,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Undisclosed,2018,396000.0,Seed Round,Healthcare and Wellness
University Living,New Delhi,University Living is an online global student housing marketplace.,Undisclosed,2018,0.0,Seed Round,Education
&ME,Bengaluru,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Undisclosed,2018,0.0,Seed Round,Agriculture and Food
Enakshi,Ahmedabad,Enakshi is an online apparel brand for women.,Undisclosed,2018,120000.0,Seed Round,Consumer Goods
Ultraviolette Automotive,Bengaluru,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Undisclosed,2018,900.0,Series A,Transportation and Mobility
Inthree Access,Chennai,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,Undisclosed,2018,4000000.0,Series A,Professional Services
BUGWORKS Research India,Bengaluru,BUGWORKS is a drug discovery company.,Undisclosed,2018,9000000.0,Series A,Healthcare and Wellness
Guardian.in,Mumbai,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
PrestLoans,New Delhi,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",Undisclosed,2018,100000.0,Seed Round,Finance and FinTech
Wimoxez,Hyderabad,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",Undisclosed,2018,20000.0,Seed Round,Internet
India Accelerator,Gurgaon,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Undisclosed,2018,0.0,Angel,Technology
HappyEMI,Bengaluru,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Undisclosed,2018,1000000.0,Seed Round,E-Commerce and Retail
Wishup,Azadpur,Premium Personal Assistance service,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Hansel.io,Bengaluru,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Undisclosed,2018,4000000.0,Series A,Mobile
Propelld,Bengaluru,Propelld is a student education financing platform.,Undisclosed,2018,250000.0,Seed Round,Education
PivotRoots,Mumbai,Digital Marketing powered by Data & Technology; fueled by Design thinking,Undisclosed,2018,0.0,Series A,Marketing and Advertising
ZiffyHomes,New Delhi,ZiffyHomes is a technology driven marketplace to find out home on rent.,Undisclosed,2018,120000.0,Seed Round,E-Commerce and Retail
Carmesi,Gurgaon,Carmesi is a brand of high-end menstrual-hygiene products in India.,Undisclosed,2018,510000.0,Seed Round,Healthcare and Wellness
OckyPocky,Chandigarh,OckyPocky is a interactive and personalised language learning app for preschool kids.,Undisclosed,2018,0.0,Angel,Education
Racetrack,Bengaluru,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Undisclosed,2018,5130000.0,Seed Round,Artificial Intelligence
WHR,Pune,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Undisclosed,2018,143145.0,Seed Round,Healthcare and Wellness
Asteria Aerospace,Bengaluru,Asteria Aerospace is a robotics and artificial intelligence company.,Undisclosed,2018,0.0,Seed Round,Technology
FabAlley,Noida,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Undisclosed,2018,9000000.0,Series B,E-Commerce and Retail
Tranzmeo,Cochin,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Undisclosed,2018,0.0,Pre-Seed,Artificial Intelligence
SBI Life,Mumbai,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Undisclosed,2018,742000000.0,Private Equity,Finance and FinTech
Studds Accessories,Faridabad,Studds Accessories is a scooter accessories service provider in India,Undisclosed,2018,15000000.0,Private Equity,E-Commerce and Retail
Design Cafe,Bengaluru,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Undisclosed,2018,30000000.0,Series B,Real Estate and Construction
NoPaperForms Solutions Pvt. Ltd.,New Delhi,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Undisclosed,2018,3980000.0,Series B,Education
Rays Power Infra,Jaipur,Rays Power Infra is a leading integrated Solar Power Company.,Undisclosed,2018,30000000.0,Venture - Series Unknown,Energy and Environment
AuthMetrik,Gurgaon,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Undisclosed,2018,10000.0,Grant,B2B
Khidki,Bengaluru,Vernacular Social Network Focused on Town Level Content and Interactions,Undisclosed,2018,0.0,Seed Round,Artificial Intelligence
LetsTransport,Bengaluru,Lets transport is a logistics solution provider.,Undisclosed,2018,15000000.0,Series B,Transportation and Mobility
Next Digital Solutions,Kota,Next Digital Solutions is website design & Digital Marketing development company.,Undisclosed,2018,1500.0,Angel,Marketing and Advertising
Portea Medical,Bengaluru,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Undisclosed,2018,3750000.0,Debt Financing,Healthcare and Wellness
Aavas Financiers,Jaipur,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Undisclosed,2018,30000000.0,Debt Financing,Finance and FinTech
Swiggy,Bengaluru,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Undisclosed,2018,1000000000.0,Series H,Agriculture and Food
Milkbasket,Chandigarh,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Undisclosed,2018,7000000.0,Series A,E-Commerce and Retail
Nutrisattva (Proliva),Anand,Nutrisattva is a protein innovation compan,Undisclosed,2018,0.0,Angel,Healthcare and Wellness
Toppr,Mumbai,Toppr.com is an online preparation platform for entrance exams in India.,Undisclosed,2018,35000000.0,Series C,Education
Jagaran Microfin,Kolkata,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,Undisclosed,2018,8250000.0,Debt Financing,Finance and FinTech
Vivriti Capital,Chennai,Vivriti Capital is an online platform for institutional debt in India.,Undisclosed,2018,28500000.0,Venture - Series Unknown,Financial Services
Be U Salons,New Delhi,Be U is India's first subscription based Salon Chain.,Undisclosed,2018,450000.0,Seed Round,Apps
Impact Guru,Mumbai,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Undisclosed,2018,2000000.0,Series A,Marketing and Advertising
MobiKwik,Gurgaon,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Undisclosed,2018,3600000.0,Series E,Finance and FinTech
Stones2Milestones,Gurgaon,Stones2milestones is a Gurgaon Based Learning Company.,Undisclosed,2018,0.0,Seed Round,Education
Generico,Mumbai,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Undisclosed,2018,0.0,Series A,Healthcare and Wellness
Adiuvo Diagnostics,Chennai,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
DataTrained,Bengaluru,"DataTrained is a educational platform, which operates an ed-tech startup on data science",Undisclosed,2018,1800000.0,Seed Round,Education
OneAssist,Mumbai,OneAssist is a protection & assistance services platform.,Undisclosed,2018,2400000.0,Debt Financing,Financial Services
Satin Creditcare Network Limited (SCNL),New Delhi,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Undisclosed,2018,30000000.0,Debt Financing,Finance and FinTech
APAC Financial Services,Mumbai,APAC Financial Services is a financial services platform.,Undisclosed,2018,37500000.0,Private Equity,Finance and FinTech
Moglix,Noida,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Undisclosed,2018,23000000.0,Series C,B2B
SEDEMAC Mechatronics,Mumbai,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Undisclosed,2018,0.0,Venture - Series Unknown,Transportation and Mobility
MadGuy Labs,Hyderabad,MadGuy Labs is a Online Test-prep Platform.,Undisclosed,2018,150000.0,Venture - Series Unknown,Education
Dee Dee Labs,Pune,Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Undisclosed,2018,0.0,Seed Round,Technology
FLEECA,Jaipur,FLEECA is a Tyre Care Provider company.,Undisclosed,2018,0.0,Seed Round,Transportation and Mobility
Shop101,Mumbai,#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Undisclosed,2018,11000000.0,Series B,Apps
FeedMyPockets,Bangalore City,On Demand Staffing Platform,Undisclosed,2018,660000.0,Seed Round,Marketing and Advertising
Housejoy,Bengaluru,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Undisclosed,2018,3240000.0,Series B,Cosmetics
Ambee,Bengaluru,Ambee is an Environment analytics startup.,Undisclosed,2018,0.0,Angel,Healthcare and Wellness
FoodBuddy,Belgaum,"FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Undisclosed,2018,900000.0,Seed Round,Agriculture and Food
Ninjacart,Bengaluru,Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,Undisclosed,2018,37500000.0,Series B,Agriculture and Food
Olly Smart Credit Card,New Delhi,Olly is a digital credit card for India's working masses and young people.,Undisclosed,2018,0.0,Seed Round,Finance and FinTech
Zestl,Pune,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Undisclosed,2018,0.0,Seed Round,Technology
BYJU’S,Bengaluru,BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Undisclosed,2018,540000000.0,Private Equity,Education
Wakefit,Bengaluru,Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,Undisclosed,2018,9750000.0,Venture - Series Unknown,Industrial and Manufacturing
Hero Electric,New Delhi,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",Undisclosed,2018,24000000.0,Venture - Series Unknown,Industrial and Manufacturing
Pentation Analytics,Mumbai,Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Undisclosed,2018,0.0,Seed Round,Information Services
PerkFinance,Bengaluru,PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Undisclosed,2018,900000.0,Seed Round,Finance and FinTech
Roposo,Gurgaon,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Undisclosed,2018,10000000.0,Series C,Internet
Plum Goodness,Thane,Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Undisclosed,2018,0.0,Series A,Cosmetics
Drstore,Mumbai,Drstore is a exclusive e- commerce platform.,Undisclosed,2018,0.0,Seed Round,Technology
Wow Venue,Mumbai,Wow Venue is an online platform.,Undisclosed,2018,1500000.0,Venture - Series Unknown,Transportation and Mobility
Chizel,Pune,Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Undisclosed,2018,0.0,Seed Round,3D Printing
OTO Capital,Mumbai,OTO Capital is a platform that allows you to own a car faster than ever.,Undisclosed,2018,750000.0,Seed Round,Transportation and Mobility
Boodmo,Gurgaon,boodmo.com - large online marketplace for auto parts in India.,Undisclosed,2018,1050000.0,Seed Round,Transportation and Mobility
Khabri,Chandigarh,Khabri is a digital audio platform for content in vernacular.,Undisclosed,2018,0.0,Seed Round,Apps
MyNewCar.in,Gurgaon,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Undisclosed,2018,1000000.0,Venture - Series Unknown,Transportation and Mobility
HalaPlay Technologies,Bengaluru,A daily fantasy sports platform.,Undisclosed,2018,5000000.0,Series A,Media and Entertainment
PlanetSpark,Gurgaon,PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Undisclosed,2018,240000.0,Seed Round,Education
WheelsEMI,Pune,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Undisclosed,2018,14000000.0,Series B,Financial Services
Forum for Innovation Incubation Research and Entrepreneurship,Margão,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Undisclosed,2018,1537500.0,Grant,Finance and FinTech
OYO,Gurgaon,OYO is an Indian hospitality startup that operates a network of budget hotels.,Undisclosed,2018,100000000.0,Series E,Technology
Quikr,Bengaluru,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Undisclosed,2018,8250000.0,Debt Financing,E-Commerce and Retail
Tabono,Gurgaon,Tabono is a one stop environment for all your fitness solution.,Undisclosed,2018,0.0,Seed Round,Media and Entertainment
LearnApp,Noida,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Undisclosed,2018,300000.0,Seed Round,Finance and FinTech
Shopkirana,Indore,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,Undisclosed,2018,2000000.0,Venture - Series Unknown,E-Commerce and Retail
Fric Bergen,Alwar,Fric Bergen is a leader in the specialty food industry.,Undisclosed,2018,0.0,Venture - Series Unknown,Agriculture and Food
Articbot,Kannur,Articbot is a conversational AI platform for automated customer support and lead generation,Undisclosed,2018,18000.0,Grant,Artificial Intelligence
BuildSupply,Gurgaon,India’s most advanced ERP system for the real estate,Undisclosed,2018,3750000.0,Series A,Enterprise Resource Planning (ERP)
Fusion Microfinance,New Delhi,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Undisclosed,2018,78000000.0,Series E,Finance and FinTech
Any time Doctor,Chennai,Anytime Doctor is a Software company.,Undisclosed,2018,0.0,Angel,Technology
Go Payments,Mumbai,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Undisclosed,2018,0.0,Corporate Round,Information Services
Guiddoo World,Mumbai,We build In-Destination Experiences!,Undisclosed,2018,800000.0,Seed Round,Media and Entertainment
ION Energy,Mumbai,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Undisclosed,2018,1041000.0,Venture - Series Unknown,Energy and Environment
UnoTag,Bengaluru,SaaS to verify counterfeit,Undisclosed,2018,100000.0,Pre-Seed,Artificial Intelligence
CivilCops,Gurgaon,Gov-Tech,Undisclosed,2018,100000.0,Pre-Seed,Government
Rockmetric,Mumbai,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",Undisclosed,2018,0.0,Grant,Technology
Classworks India,Chennai,"Saas, Web App, Mobile App, School Education",Undisclosed,2018,1500.0,Undisclosed,Education
Snapmint,Mumbai,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Undisclosed,2018,0.0,Seed Round,Finance and FinTech
artbandhu,Bengaluru,Ai platform for Art and Creative Community,Undisclosed,2018,15000.0,Pre-Seed,Media and Entertainment
Survaider,Bengaluru,Stethoscope for customer feedback !,Undisclosed,2018,500000.0,Seed Round,Artificial Intelligence
Credy,Bengaluru,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,Undisclosed,2018,1400000.0,Seed Round,Finance and FinTech
iChamp,Gurgaon,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,Undisclosed,2018,5000000.0,Seed Round,Education
Qandle,Gurgaon,A cloud-based HR management and employee engagement platform.,Undisclosed,2018,1200000.0,Seed Round,Technology
Avishkaar Box,New Delhi,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",Undisclosed,2018,750000.0,Seed Round,Children
Gegadyne Energy,Mumbai,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,Undisclosed,2018,0.0,Angel,Transportation and Mobility
HyperXchange,Pune,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,Undisclosed,2018,1000000.0,Series A,E-Commerce and Retail
Deftouch,Bengaluru,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,Undisclosed,2018,0.0,Seed Round,Media and Entertainment
Doodhwala,Bengaluru,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Undisclosed,2018,2200000.0,Seed Round,Agriculture and Food
DronaHQ,Mumbai,DronaHQ is an enterprise mobile engagement platform.,Undisclosed,2018,500000.0,Angel,Mobile
FastFox,Gurgaon,FastFox: Market Network for Home Rentals (India),Undisclosed,2018,1500000.0,Series A,Real Estate and Construction
Colive.in,Bengaluru,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,Undisclosed,2018,1800000.0,Seed Round,E-Commerce and Retail
Agricxlab Private Limited,Thane,Online marketplace where farmers and traders can sell their produce to B2B buyers,Undisclosed,2018,500000.0,Seed Round,B2B
Corefactors,Bengaluru,"Corefactors is a leading campaign management, business communication and analytics company.",Undisclosed,2018,0.0,Seed Round,Marketing and Advertising
Fincash.com,Mumbai,A startup in the personal finance space in India .,Undisclosed,2018,150000.0,Seed Round,Finance and FinTech
Pandorum Technologies,Bengaluru,Bengaluru based biotech startup.,Undisclosed,2018,3600000.0,Series A,Healthcare and Wellness
Shirsa Labs,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,Undisclosed,2018,500000.0,Seed Round,Education
PetSutra,Gurgaon,Gurugram-based Online petcare platform.,Undisclosed,2018,142500.0,Seed Round,Healthcare and Wellness
Awaaz De,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Undisclosed,2018,0.0,Angel,Internet
PinkBlue,Bengaluru,PinkBlue.in - Super-efficient supply-chain for clinical supplies,Undisclosed,2018,300000.0,Seed Round,Healthcare and Wellness
Eduvanz,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Undisclosed,2018,500000.0,Angel,Finance and FinTech
Rupeek,Bengaluru,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,Undisclosed,2018,6830000.0,Series A,Financial Services
Backpacker Panda Holidays Private Limited,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,Undisclosed,2018,1400000.0,Series A,Travel
Shape (School Health and Physical Education),Pune,Physical education start up,Undisclosed,2018,200000.0,Seed Round,Education
Placio,Noida,Placio is a student housing and a complete broker-free platform.,Undisclosed,2018,2000000.0,Seed Round,Technology
Aviom India Housing Finance,New Delhi,Delhi based housing finance company.,Undisclosed,2018,2250000.0,Series A,Finance and FinTech
GenRobotic,Trivandrum,A Robotic Company.,Undisclosed,2018,0.0,Seed Round,Marketing and Advertising
HeyHolidays,Bengaluru,"HeyHolidays, a global player in online vacation rentals.",Undisclosed,2018,1000000.0,Seed Round,Travel
Pratilipi,Bengaluru,Amazon's Kindle Direct Publishing for Indian Languages,Undisclosed,2018,4300000.0,Series A,Media and Entertainment
SectorQube,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Food Memories,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,Undisclosed,2018,0.0,Seed Round,Agriculture and Food
ZAMROO,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Undisclosed,2018,0.0,Seed Round,Internet
Silversparro Technologies Pvt. Ltd,Gurgaon,Silversparro is a deep learning technology solution provider.,Undisclosed,2018,300000.0,Seed Round,Artificial Intelligence
Creator’s Gurukul,Gurgaon,A coworking space provider.,Undisclosed,2018,0.0,Angel,Technology
Emflux Motors,Bengaluru,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Undisclosed,2018,364846.0,Seed Round,Transportation and Mobility
Tricog Health Services Pvt Ltd,Bengaluru,Predictive Healthcare Analytics Company,Undisclosed,2018,4000000.0,Series A,Healthcare and Wellness
Scapic,Bengaluru,Virtual/Augmented Reality Start Up .,Undisclosed,2018,500000.0,Seed Round,Technology
6Degree,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,Undisclosed,2018,400000.0,Seed Round,Consumer Goods
Chrysalis (EZ Vidya),Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,Undisclosed,2018,0.0,Seed Round,Education
Ekincare,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Undisclosed,2018,1500000.0,Series A,Healthcare and Wellness
Streo,Gurgaon,"Live stream music from nightclubs, bars & festivals!",Undisclosed,2018,0.0,Seed Round,Media and Entertainment
Groww,Kormangala,Groww offers a new way of investing money.,Undisclosed,2018,120000.0,Seed Round,Finance and FinTech
Cell Propulsion,Bengaluru,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,Undisclosed,2018,105000.0,Seed Round,Transportation and Mobility
Chezuba,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,Undisclosed,2018,21000.0,Angel,Internet
Ontrack Technologies Pvt. Ltd,Bengaluru,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Wealthtrust,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Undisclosed,2018,500000.0,Seed Round,Finance and FinTech
Faclon Labs,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,Undisclosed,2018,0.0,Seed Round,Technology
Awign Enterprises,Bengaluru,Operations and manpower outsourcing startup,Undisclosed,2018,750000.0,Seed Round,Transportation and Mobility
CollPoll,Bengaluru,World-class Enterprise System for Education.,Undisclosed,2018,0.0,Seed Round,Education
Zyla Health,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,Undisclosed,2018,0.0,Seed Round,Healthcare and Wellness
Hubhopper,New Delhi,Get your daily dose of interest as summaries from news and magazine stories .,Undisclosed,2018,500000.0,Series A,Internet
Rubix108 Technologies,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,Undisclosed,2018,1000000.0,Seed Round,Technology
Workflexi,Bengaluru,"Be Smart, Work on Contract,Be Smart, Hire on Contract",Undisclosed,2018,150000.0,Seed Round,Human Resources
Streak,Bengaluru,Algorithmic trading platform.,Undisclosed,2018,337500.0,Seed Round,Financial Services
Kuants,Gurgaon,Algorithmic trading platform.,Undisclosed,2018,75000.0,Seed Round,Financial Services
NiYO Solutions,Bengaluru,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,Undisclosed,2018,13200000.0,Series A,Finance and FinTech
Hippo Video,Chennai,A video recording and sharing software.,Undisclosed,2018,0.0,Seed Round,Professional Services
Satvacart,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Daaki,Bengaluru,Sports Nutrition startup,Undisclosed,2018,0.0,Angel,Healthcare and Wellness
Simulanis,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,Undisclosed,2018,500000.0,Seed Round,Education
MY CHIRAAG CAB,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,Undisclosed,2018,1000000.0,Seed Round,Travel
WOTU,Bengaluru,It operates a business-to-business e-commerce portal for food and beverages.,Undisclosed,2018,0.0,Seed Round,Agriculture and Food
Flathalt,Gurgaon,FInd your Customized Home here.,Undisclosed,2018,50000.0,Angel,Real Estate and Construction
True Elements,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Undisclosed,2018,750000.0,Seed Round,Agriculture and Food
Trendlyne Technologies,Bengaluru,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,Undisclosed,2018,200000.0,Seed Round,Financial Services
Planys Technologies,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,Undisclosed,2018,2103000.0,Series A,Industrial and Manufacturing
HealthPlix,Bengaluru,HealthPlix is a healthtech startup,Undisclosed,2018,3000000.0,Series A,Healthcare and Wellness
dishq,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,Undisclosed,2018,400000.0,Seed Round,Agriculture and Food
Entropik Technology,Bengaluru,The boundaries between Human and Machines are shrinking fast.,Undisclosed,2018,1100000.0,Seed Round,Artificial Intelligence
myHQ,New Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,Undisclosed,2018,500000.0,Series A,Professional Services
Trell,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,Undisclosed,2018,1250000.0,Seed Round,Technology
Kidovators (by GyanLab),Bengaluru,Building future human capital through 21st Century Skills programs for K-12,Undisclosed,2018,180000.0,Seed Round,Technology
Log 9 Materials,Noida,Log 9 Materials is a nano-materials manufacturing and RnD startup,Undisclosed,2018,450000.0,Seed Round,Technology
VTION,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,Undisclosed,2018,288000.0,Seed Round,Artificial Intelligence
HousingMan.com,Bengaluru,"New Apartments, Flats for Sale in Bangalore",Undisclosed,2018,1545000.0,Seed Round,Real Estate and Construction
Steradian Semiconductors,Bengaluru,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,Undisclosed,2018,0.0,Seed Round,Technology
RupeeCircle,Mumbai,RupeeCircle is a new age finance company.,Undisclosed,2018,600000.0,Seed Round,Financial Services
Wooden Street,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,Undisclosed,2018,1000000.0,Series A,E-Commerce and Retail
The Ken,Bengaluru,The Ken is India’s first subscriptions-only business news site,Undisclosed,2018,1500000.0,Series A,Media and Entertainment
SaffronStays,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,Undisclosed,2018,2000000.0,Seed Round,Technology
Vebbler,Bengaluru,A personal network for close people,Undisclosed,2018,0.0,Seed Round,File Sharing
Foyr,Pune,"Foyr.com is India's first online, automated interior designer",Undisclosed,2018,4200000.0,Series A,Real Estate and Construction
MEngage,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,Undisclosed,2018,175000.0,Seed Round,Healthcare and Wellness
Inner Being Wellness,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",Undisclosed,2018,525000.0,Angel,Healthcare and Wellness
Kobster,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,Undisclosed,2018,0.0,Seed Round,E-Commerce and Retail
Wishberry,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,Undisclosed,2018,1500000.0,Series A,Finance and FinTech
McXtra,Andheri,McXtra is a digital insurance broking startup.,Undisclosed,2018,1300000.0,Seed Round,Finance and FinTech
Magic Crate,Bengaluru,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",Undisclosed,2018,0.0,Seed Round,Children
SmartVizX,Noida,It is a Virtual Reality Solutions StartUp,Undisclosed,2018,1450000.0,Seed Round,Technology
MySEODoc,New Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",Undisclosed,2018,0.0,Seed Round,Marketing and Advertising
